表名,表注释,字段名,数据类型,是否可空,键类型,字段注释
sp_ss_rc_task_monitor_video,作业监控视频,data_from,varchar,YES,,数据来源
sp_ss_rc_violation_warn,违章预警信息,id,varchar,NO,PRI,主键ID
sp_ss_rc_violation_warn,违章预警信息,create_time,datetime,YES,,创建时间
sp_ss_rc_violation_warn,违章预警信息,bureau_code,varchar,YES,,局编码
sp_ss_rc_violation_warn,违章预警信息,province_code,varchar,YES,,省编码
sp_ss_rc_violation_warn,违章预警信息,data_from,varchar,YES,,数据来源
sp_ss_rc_violation_warn,违章预警信息,confirm_time,datetime,YES,,确认时间
sp_ss_rc_violation_warn,违章预警信息,confirm_status,varchar,YES,,确认状态（1：确认违章、2：误报）
sp_ss_rc_violation_warn,违章预警信息,attr_id,varchar,YES,,附件ID
sp_ss_rc_violation_warn,违章预警信息,warn_id,varchar,YES,,预警记录ID（违章预警记录对应图片或视频文件ID，物联网透传）
sp_ss_rc_violation_warn,违章预警信息,update_time,datetime,YES,,更新时间
sp_ss_rc_violation_warn,违章预警信息,video_url,varchar,YES,,预警视频地址
sp_ss_rc_violation_warn,违章预警信息,rule_type,varchar,YES,,告警类型（1：未带安全帽、2：未穿工作服）
sp_ss_rc_violation_warn,违章预警信息,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_ss_rc_violation_warn,违章预警信息,file_type,varchar,YES,,文件类型（1：图片、2：视频）
sp_ss_rc_violation_warn,违章预警信息,creator_id,varchar,YES,,创建人ID
sp_ss_rc_violation_warn,违章预警信息,updater_id,varchar,YES,,更新人ID
sp_ss_rc_violation_warn,违章预警信息,confirm_opinion,longtext,YES,,确认意见
sp_ss_rc_violation_warn,违章预警信息,confirm_uname,varchar,YES,,确认人名称
sp_ss_rc_violation_warn,违章预警信息,analysis_record_id,varchar,YES,,智能分析记录ID
sp_ss_rc_violation_warn,违章预警信息,faith_rate,varchar,YES,,可信度
sp_ss_rc_violation_warn,违章预警信息,attr_object_id,varchar,YES,,附件对象ID
sp_ss_rc_violation_warn,违章预警信息,confirm_uid,varchar,YES,,确认人ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,id,varchar,NO,PRI,主键ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,city_specialty_oid,varchar,YES,,专业管理部门ID地市局按照南网地市编码
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_oid,varchar,YES,,项目工作单位ID按照南网地市编码
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,specialty_oid,varchar,YES,,专业管理部门ID县区局
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,task_source_id,varchar,YES,,作业任务来源ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,province_code,varchar,YES,,省编码按照南网地市编码
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_place,longtext,YES,,工作地点
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,is_full,varchar,YES,,
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,major,varchar,YES,,专业（配置项读取）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_content,longtext,YES,,工作内容
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,actual_end_time,datetime,YES,,实际结束时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_ocode,varchar,YES,,项目工作单位CODE
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,creator_uid,varchar,YES,,创建人ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,job_number,varchar,YES,,作业人数
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,actual_start_time,datetime,YES,,实际开始时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,longitude,varchar,YES,,工作地点-经度
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_code,varchar,YES,,作业计划编号
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,create_time,datetime,YES,,创建时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,major_wide,varchar,YES,,专业大类（1 生技、2 调度、3 营销、4 基建）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,bureau_code,varchar,YES,,局编码按照南网地市编码
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,run_team_oname,varchar,YES,,运行班组
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,explored_mode,varchar,YES,,勘察方式（1 无需勘察 2 需勘察）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_team_oname,varchar,YES,,工作班组
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,voltage_grade,varchar,YES,,电压等级(v)
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,is_work_ticket,varchar,YES,,是否办票（1 是 2 否）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,need_monitor,varchar,YES,,确认视频监控（1 是 2 否）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_team_oid,varchar,YES,,工作班组ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,run_team_oid,varchar,YES,,运行班组ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,specialty_oname,varchar,YES,,专业管理部门县区局名称
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,explored_work_id,varchar,YES,,勘察单ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_days,varchar,YES,,工期（天）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,plan_end_time,datetime,YES,,计划结束时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,plan_type,varchar,YES,,计划类型(1 计划 2 临时)
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,plan_start_time,datetime,YES,,计划开始时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,task_source,varchar,YES,,作业任务来源（-1 手工录入 1：维护检修，2：技改修理，3：故障抢修，4：营销客户服务平台，5：营销施工管控平台，6：智慧工程）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,latitude,varchar,YES,,工作地点-纬度
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,data_from,varchar,YES,,数据来源
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,update_time,datetime,YES,,数据更新时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,bind_video,varchar,YES,,确认绑定视频（1 是 2 否）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,release_time,datetime,YES,,发布时间
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_master_phone,varchar,YES,,工作负责人联系电话
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,city_specialty_oname,varchar,YES,,专业管理部门地市局名称。按照南网地市编码
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,task_state,varchar,YES,,作业状态（1 新增 2未开工 3进行中 4已完成 5 取消 6 间断 7 改期）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,creator_uname,varchar,YES,,创建人
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,major_sub_type,varchar,YES,,专业二级分类（1：变电，2：输电，3：配电，8：发电，21：继保，22：自动化，23：通信，24：安自，25：网安）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_mode,varchar,YES,,工作方式（1 停电 2 不停电 3 带电作业）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_oname,varchar,YES,,项目工作单位
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,risk_value,varchar,YES,,综合风险值
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,updator_uid,varchar,YES,,更新人ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,task_main,varchar,YES,,作业主体（1 本单位 2 外单位）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_master_uname,varchar,YES,,工作负责人
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,work_master_uid,varchar,YES,,工作负责人用户ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,task_type,varchar,YES,,作业类型（1：预试，2：定检，3：巡视，4：检修，5：维护，6：消缺，7：操作，8：验收，9：安装、更换作业，10：测量，11：带电，12：工器具试验，13：配合(生产)，14：其他(生产)，15：反措）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,outage_apply_id,varchar,YES,,停电申请单ID
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,risk_leval,varchar,YES,,风险等级（1 特高 2 高 3 中 4 低 5 可接受）
sp_ss_rc_work_plan,现场作业风险管控-现场作业计划超高压,plan_classify,varchar,YES,,计划分类（1 年计划、2 月计划、3 周计划、4 日计划）
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,id,varchar,NO,PRI,主键
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,province_code,varchar,YES,,省编码
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,bureau_code,varchar,YES,,局编码
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,flow_state,varchar,YES,,记录工作流的状态（0：未上报 1：流程中 2：流程结束）
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,process_ins_id,varchar,YES,,主要用于记录流程实例的ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,update_time,datetime,YES,,数据更新时间
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,create_time,datetime,YES,,创建时间
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,data_from,varchar,YES,,数据来源
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,sign_code,varchar,YES,,"责任书编码，ZRS+""局编码""+""年月""+""-""+6位序列号"
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,sign_title,longtext,YES,,标题
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,report_oname,longtext,YES,,填报单位
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,report_oid,varchar,YES,,填报单位ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,report_ocode,varchar,YES,,填报单位编码
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,sign_year,varchar,YES,,年度
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,report_date,datetime,YES,,填报日期
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_a_oname,longtext,YES,,甲方单位
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_a_oid,varchar,YES,,甲方单位ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_a_post_name,varchar,YES,,甲方岗位名称
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_a_post_id,varchar,YES,,甲方岗位名称ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_a_uname,varchar,YES,,甲方名称
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_a_uid,varchar,YES,,甲方ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,sign_date,datetime,YES,,甲方签订日期
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_b_oname,longtext,YES,,乙方单位
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_b_oid,varchar,YES,,乙方单位ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_b_post_name,varchar,YES,,乙方岗位名称
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_b_post_id,varchar,YES,,乙方岗位ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_b_uname,varchar,YES,,乙方名称
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,party_b_uid,varchar,YES,,乙方ID
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,validity_date,datetime,YES,,有效期
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,sign_state,varchar,YES,,责任书状态（-1 作废、1 待签订（）、2 已签订（）、3、已自评（乙方评价）、4 已评价（甲方评价）、5 归档（已归档））
sp_ss_sr_responsibility,安全生产目标及责任制管理-责任书,creator_uid,varchar,YES,,创建人ID
sp_ss_sr_responsibility_eval,责任书评价单,id,varchar,NO,PRI,主键
sp_ss_sr_responsibility_eval,责任书评价单,province_code,varchar,YES,,省编码
sp_ss_sr_responsibility_eval,责任书评价单,bureau_code,varchar,YES,,局编码
sp_ss_sr_responsibility_eval,责任书评价单,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_ss_sr_responsibility_eval,责任书评价单,update_time,datetime,YES,,数据更新时间
sp_ss_sr_responsibility_eval,责任书评价单,create_time,datetime,YES,,创建时间
sp_ss_sr_responsibility_eval,责任书评价单,data_from,varchar,YES,,数据来源
sp_ss_sr_responsibility_eval,责任书评价单,flow_state,varchar,YES,,记录工作流的状态（0：未上报 1：流程中 2：流程结束）
sp_ss_sr_responsibility_eval,责任书评价单,process_ins_id,varchar,YES,,主要用于记录流程实例的ID
sp_ss_sr_responsibility_eval,责任书评价单,responsibility_id,varchar,YES,,责任书ID
sp_ss_sr_responsibility_eval,责任书评价单,target_complete_self,varchar,YES,,乙方-目标与指标完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,target_eval_self,varchar,YES,,乙方-目标与指标自评（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,control_complete_self,varchar,YES,,乙方-控制措施完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,control_eval_self,varchar,YES,,乙方-控制措施自评（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,duty_complete_self,varchar,YES,,乙方-生产职责完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,duty_eval_self,varchar,YES,,乙方-生产职责自评（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,standard_complete_self,varchar,YES,,乙方-到位标准完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,standard_eval_self,varchar,YES,,乙方-到位标准自评（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,self_eval,longtext,YES,,乙方自评综述
sp_ss_sr_responsibility_eval,责任书评价单,target_complete,varchar,YES,,甲方-目标与指标完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,target_eval,varchar,YES,,甲方-目标与指标评价（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,control_complete,varchar,YES,,甲方-控制措施完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,control_eval,varchar,YES,,甲方-控制措施评价（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,duty_complete,varchar,YES,,甲方-生产职责完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,duty_eval,varchar,YES,,甲方-生产职责评价（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,standard_complete,varchar,YES,,甲方-到位标准完成情况（1 是、2 否）
sp_ss_sr_responsibility_eval,责任书评价单,standard_eval,varchar,YES,,甲方-到位标准评价（1 优、2 良、3 差）
sp_ss_sr_responsibility_eval,责任书评价单,content_leader,longtext,YES,,综合评语
sp_ss_sr_responsibility_eval,责任书评价单,tw_create_name,varchar,YES,,
sp_ss_sr_responsibility_eval,责任书评价单,tw_insert_time,datetime,YES,,
sp_ss_sr_responsibility_eval,责任书评价单,creator_uid,varchar,YES,,创建人ID
sp_ss_sr_responsibility_eval,责任书评价单,target_score,varchar,YES,,生产目标得分
sp_ss_sr_responsibility_eval,责任书评价单,quantitative_score,varchar,YES,,履职量化评价得分
sp_ss_sr_responsibility_eval,责任书评价单,process_eval_score,varchar,YES,,过程评价得分
sp_ss_sr_responsibility_eval,责任书评价单,process_eval_level,varchar,YES,,过程评价等级(1 、到位 2、 基本到位 3、 缺位 4、 严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,last_eval_level,varchar,YES,,过程评价等级(1、 到位 2、 基本到位 3、 缺位 4 、严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,creator_id,varchar,YES,,创建人ID
sp_ss_sr_responsibility_eval,责任书评价单,target_b_score,varchar,YES,,乙方生产目标得分
sp_ss_sr_responsibility_eval,责任书评价单,quantitative_b_score,varchar,YES,,乙方履职量化评价得分
sp_ss_sr_responsibility_eval,责任书评价单,process_b_eval_score,varchar,YES,,乙方过程评价得分
sp_ss_sr_responsibility_eval,责任书评价单,process_b_eval_level,varchar,YES,,乙方过程评价等级(1 、到位 2、 基本到位 3、 缺位 4、 严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,last_b_eval_level,varchar,YES,,乙方最终评价等级(1、 到位 2、 基本到位 3、 缺位 4 、严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,is_change_party_a,varchar,YES,,是否变更甲方(1 是 2 否)
sp_ss_sr_responsibility_eval,责任书评价单,party_ca_oname,longtext,YES,,变更甲方单位
sp_ss_sr_responsibility_eval,责任书评价单,party_ca_oid,varchar,YES,,变更甲方单位ID
sp_ss_sr_responsibility_eval,责任书评价单,party_ca_uname,varchar,YES,,变更甲方
sp_ss_sr_responsibility_eval,责任书评价单,party_ca_uid,varchar,YES,,变更甲方ID
sp_ss_sr_responsibility_eval,责任书评价单,party_ca_post_name,varchar,YES,,变更甲方岗位名称
sp_ss_sr_responsibility_eval,责任书评价单,se_a_process_eval_score,varchar,YES,,第二甲方过程评价得分
sp_ss_sr_responsibility_eval,责任书评价单,se_party_ca_uname,varchar,YES,,变更第二甲方
sp_ss_sr_responsibility_eval,责任书评价单,se_party_ca_uid,varchar,YES,,变更第二甲方ID
sp_ss_sr_responsibility_eval,责任书评价单,fir_a_target_score,varchar,YES,,第一甲方生产目标得分
sp_ss_sr_responsibility_eval,责任书评价单,fir_a_eval_level,varchar,YES,,第一甲方评价等级(1、 到位 2、 基本到位 3、 缺位 4 、严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,se_a_quantitative_score,varchar,YES,,第二甲方履职量化评价得分
sp_ss_sr_responsibility_eval,责任书评价单,se_party_ca_post_name,varchar,YES,,变更第二甲方岗位名称
sp_ss_sr_responsibility_eval,责任书评价单,se_a_target_score,varchar,YES,,第二甲方生产目标得分
sp_ss_sr_responsibility_eval,责任书评价单,fir_a_process_eval_level,varchar,YES,,第一甲方过程评价等级(1 、到位 2、 基本到位 3、 缺位 4、 严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,se_a_process_eval_level,varchar,YES,,第二甲方过程评价等级(1 、到位 2、 基本到位 3、 缺位 4、 严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,se_a_eval_level,varchar,YES,,第二甲方评价等级(1、 到位 2、 基本到位 3、 缺位 4 、严重缺位)
sp_ss_sr_responsibility_eval,责任书评价单,fir_a_quantitative_score,varchar,YES,,第一甲方履职量化评价得分
sp_ss_sr_responsibility_eval,责任书评价单,fir_a_process_eval_score,varchar,YES,,第一甲方过程评价得分
sp_ss_sr_responsibility_eval,责任书评价单,is_ca_double_party_a,varchar,YES,,是否变更双甲方(1 是 2 否)
sp_ss_sr_responsibility_eval,责任书评价单,updater_id,varchar,YES,,更新人ID
sp_ss_uq_operator_archive,作业人员档案,id,varchar,NO,PRI,主键Id
sp_ss_uq_operator_archive,作业人员档案,pause_duration,varchar,YES,,暂停时长（月）
sp_ss_uq_operator_archive,作业人员档案,belong_team_ocode,varchar,YES,,所在部门/班组编码
sp_ss_uq_operator_archive,作业人员档案,education,varchar,YES,,学历（1小学、2初中、3高中、4本科、5中专、6大专、7硕士研究生、8博士研究生、99无）
sp_ss_uq_operator_archive,作业人员档案,safety_level,varchar,YES,,安全信用等级（1 高、2 中、3 低）
sp_ss_uq_operator_archive,作业人员档案,province_code,varchar,YES,,省编码
sp_ss_uq_operator_archive,作业人员档案,identity_card,varchar,YES,,身份证号
sp_ss_uq_operator_archive,作业人员档案,unit_attribute,varchar,YES,,单位属性（1 系统内、2 系统外、21 多经企业）
sp_ss_uq_operator_archive,作业人员档案,data_belong_unit_oname,varchar,YES,,数据归口单位
sp_ss_uq_operator_archive,作业人员档案,belong_unit_oid,varchar,YES,,所属单位ID
sp_ss_uq_operator_archive,作业人员档案,creator_uid,varchar,YES,,创建人ID
sp_ss_uq_operator_archive,作业人员档案,post_enum,varchar,YES,,岗位
sp_ss_uq_operator_archive,作业人员档案,occupational_diseases,varchar,YES,,职业病（1 癫痫、2 色弱、3 恐高症、4 高血压、5 心脏病 、98、无 99 其他）
sp_ss_uq_operator_archive,作业人员档案,deduction_period,varchar,YES,,扣分周期
sp_ss_uq_operator_archive,作业人员档案,other_diseases,varchar,YES,,其他职业病
sp_ss_uq_operator_archive,作业人员档案,create_time,datetime,YES,,创建时间
sp_ss_uq_operator_archive,作业人员档案,bureau_code,varchar,YES,,局编码
sp_ss_uq_operator_archive,作业人员档案,job_role_name,varchar,YES,,作业角色名称
sp_ss_uq_operator_archive,作业人员档案,pause_start_time,datetime,YES,,暂停开始时间
sp_ss_uq_operator_archive,作业人员档案,flow_state,varchar,YES,,记录工作流的状态（0：未上报 1：流程中 2：流程结束）
sp_ss_uq_operator_archive,作业人员档案,political_outlook,varchar,YES,,政治面貌（1 中共党员 2 中共预备党员 3 共青团员 4 群众 5 其他）
sp_ss_uq_operator_archive,作业人员档案,archive_state,varchar,YES,,资质状态（-1 删除、1 启用、2 暂停、3 失效、 4 黑名单）
sp_ss_uq_operator_archive,作业人员档案,data_belong_unit_ocode,varchar,YES,,数据归口单位编码
sp_ss_uq_operator_archive,作业人员档案,employee_id,varchar,YES,,用户ID
sp_ss_uq_operator_archive,作业人员档案,employee_number,varchar,YES,,编号
sp_ss_uq_operator_archive,作业人员档案,year_score_total,varchar,YES,,当年累计扣分
sp_ss_uq_operator_archive,作业人员档案,birthday,varchar,YES,,出生日期
sp_ss_uq_operator_archive,作业人员档案,account_number,varchar,YES,,账号
sp_ss_uq_operator_archive,作业人员档案,hr_user_id,varchar,YES,,人资ID
sp_ss_uq_operator_archive,作业人员档案,process_ins_id,varchar,YES,,主要用于记录流程实例的ID
sp_ss_uq_operator_archive,作业人员档案,archive_source,varchar,YES,,档案来源（1 手工录入、2 南网强安 、3实名制、4智慧安监、5安监宝、6小程序）
sp_ss_uq_operator_archive,作业人员档案,skill_level,varchar,YES,,技能等级(1 首席技师、2 特级技师、3 高级技师、4 技师、5 高级工、6 中级工、7 初级工、8 学徒)
sp_ss_uq_operator_archive,作业人员档案,is_new_power,varchar,YES,,是否新电力（1：是；2：否）
sp_ss_uq_operator_archive,作业人员档案,score_total,varchar,YES,,年度累计扣分
sp_ss_uq_operator_archive,作业人员档案,data_from,varchar,YES,,数据来源
sp_ss_uq_operator_archive,作业人员档案,user_sex,varchar,YES,,性别（1 男、2 女）
sp_ss_uq_operator_archive,作业人员档案,update_time,datetime,YES,,数据更新时间
sp_ss_uq_operator_archive,作业人员档案,mobile_phone,varchar,YES,,手机号码
sp_ss_uq_operator_archive,作业人员档案,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_ss_uq_operator_archive,作业人员档案,user_uname,varchar,YES,,姓名
sp_ss_uq_operator_archive,作业人员档案,belong_team_oname,varchar,YES,,所在部门班组
sp_ss_uq_operator_archive,作业人员档案,expiry_date,datetime,YES,,失效截止日期
sp_ss_uq_operator_archive,作业人员档案,is_authentication,varchar,YES,,是否实名认证（1 是、2 否）
sp_ss_uq_operator_archive,作业人员档案,creator_uname,varchar,YES,,创建人
sp_ss_uq_operator_archive,作业人员档案,technical_level,varchar,YES,,技术等级(1 正高级、2 副高级、3 中级、4 助理级)
sp_ss_uq_operator_archive,作业人员档案,speciality_type,varchar,YES,,专业类型（1 营销类、2 基建类、3 生产类）
sp_ss_uq_operator_archive,作业人员档案,contractor_id,varchar,YES,,承包商ID
sp_ss_uq_operator_archive,作业人员档案,updator_uid,varchar,YES,,修改人id
sp_ss_uq_operator_archive,作业人员档案,archive_attribute,varchar,YES,,人员属性（1 劳务人员、2 合同工、3 编制人员）
sp_ss_uq_operator_archive,作业人员档案,belong_unit_oname,varchar,YES,,所属单位
sp_ss_uq_operator_archive,作业人员档案,belong_team_oid,varchar,YES,,所在部门班组ID
sp_ss_uq_operator_archive,作业人员档案,certificate_type,varchar,YES,,证件类型(1、身份证，2、护照，3、通行证)
sp_ss_uq_operator_archive,作业人员档案,job_role_type,varchar,YES,,作业角色分类（1 管理人员、2 现场作业人员、3 临时作业人员、4 非现场作业人员）
sp_ss_uq_operator_archive,作业人员档案,user_uid,varchar,YES,,姓名ID
sp_ss_uq_operator_certificate,作业人员资质证书,id,varchar,NO,PRI,主键ID
sp_ss_uq_operator_certificate,作业人员资质证书,access_project,varchar,YES,,准操项目
sp_ss_uq_operator_certificate,作业人员资质证书,certificate_code,varchar,YES,,证书编码，系统生成36位UUID唯一码
sp_ss_uq_operator_certificate,作业人员资质证书,process_ins_id,varchar,YES,,主要用于记录流程实例的ID
sp_ss_uq_operator_certificate,作业人员资质证书,approval_ocode,varchar,YES,,发证认证单位编码
sp_ss_uq_operator_certificate,作业人员资质证书,is_new_power,varchar,YES,,是否新电力（1：是；2：否）
sp_ss_uq_operator_certificate,作业人员资质证书,creator_oname,longtext,YES,,录入单位
sp_ss_uq_operator_certificate,作业人员资质证书,province_code,varchar,YES,,省编码
sp_ss_uq_operator_certificate,作业人员资质证书,data_from,varchar,YES,,数据来源
sp_ss_uq_operator_certificate,作业人员资质证书,creator_oid,varchar,YES,,录入单位ID
sp_ss_uq_operator_certificate,作业人员资质证书,approval_oname,varchar,YES,,发证认证单位
sp_ss_uq_operator_certificate,作业人员资质证书,approval_oid,varchar,YES,,发证认证单位ID
sp_ss_uq_operator_certificate,作业人员资质证书,actual_reexamine_date,datetime,YES,,实际复审日期
sp_ss_uq_operator_certificate,作业人员资质证书,update_time,datetime,YES,,数据更新时间
sp_ss_uq_operator_certificate,作业人员资质证书,catalog_full_name,varchar,YES,,资质目录路径
sp_ss_uq_operator_certificate,作业人员资质证书,data_belong_unit_oname,varchar,YES,,数据归口单位
sp_ss_uq_operator_certificate,作业人员资质证书,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_ss_uq_operator_certificate,作业人员资质证书,creator_uid,varchar,YES,,创建者用户ID
sp_ss_uq_operator_certificate,作业人员资质证书,reexamine_approval_oname,varchar,YES,,复审发证机关
sp_ss_uq_operator_certificate,作业人员资质证书,exam_id,varchar,YES,,考试ID
sp_ss_uq_operator_certificate,作业人员资质证书,approval_date,datetime,YES,,发证日期
sp_ss_uq_operator_certificate,作业人员资质证书,create_time,datetime,YES,,创建时间
sp_ss_uq_operator_certificate,作业人员资质证书,term_validity,datetime,YES,,资质有效日期
sp_ss_uq_operator_certificate,作业人员资质证书,bureau_code,varchar,YES,,局编码
sp_ss_uq_operator_certificate,作业人员资质证书,certificate_name,varchar,YES,,证书名称
sp_ss_uq_operator_certificate,作业人员资质证书,creator_uname,varchar,YES,,创建者用户名
sp_ss_uq_operator_certificate,作业人员资质证书,creator_ocode,varchar,YES,,录入单位编码
sp_ss_uq_operator_certificate,作业人员资质证书,operator_archive_id,varchar,YES,,人员档案ID
sp_ss_uq_operator_certificate,作业人员资质证书,data_source,varchar,YES,,证书来源（1 手工录入、2 南网强安 、3实名制、4智慧安监、5安监宝、6小程序）
sp_ss_uq_operator_certificate,作业人员资质证书,catalog_id,varchar,YES,,资质目录ID
